Date,Price
2025-01-24,680.45
2025-01-25,686.4
2025-01-26,667.37
2025-01-27,679.74
2025-01-28,661.29
2025-01-29,667.97
2025-01-30,677.53
2025-01-31,677.47
2025-02-01,652.94
2025-02-02,617.8
2025-02-03,617.21
2025-02-04,572.69
2025-02-05,569.55
2025-02-06,571.72
2025-02-07,577.71
2025-02-08,612.39
2025-02-09,615.81
2025-02-10,618.65
2025-02-11,642.11
2025-02-12,696.93
2025-02-13,664.72
2025-02-14,659.71
2025-02-15,662.21
2025-02-16,673.1
2025-02-17,667.51
2025-02-18,648.18
2025-02-19,653.38
2025-02-20,656.36
2025-02-21,647.47
2025-02-22,663.58
